PatchName,mean_r,mean_g,mean_b,std_r,std_g,std_b
TCGA-DM-A1D9_nonMSIH_x31072_y20096_patch02930.png,196.73,144.22,178.34,45.05,59.24,43.44
TCGA-DM-A1D9_nonMSIH_x33120_y22656_patch03163.png,216.39,154.86,183.27,35.26,46.26,34.01
TCGA-DM-A1D9_nonMSIH_x33120_y29824_patch03177.png,156.72,90.98,141.08,42.69,44.63,34.04
TCGA-DM-A1D9_nonMSIH_x33632_y17536_patch03209.png,197.62,151.39,182.37,48.22,63.15,46.02
TCGA-DM-A1D9_nonMSIH_x33632_y30848_patch03235.png,161.33,96.61,145.65,40.67,47.1,34.3
TCGA-DM-A1D9_nonMSIH_x35680_y7808_patch03409.png,235.46,214.03,224.9,20.2,32.54,22.99
TCGA-DM-A1D9_nonMSIH_x36192_y9344_patch03463.png,227.21,214.18,225.79,24.54,36.36,24.64
TCGA-DM-A1D9_nonMSIH_x36704_y18560_patch03527.png,206.15,168.45,194.42,48.0,66.3,47.37
TCGA-DM-A1D9_nonMSIH_x38752_y10880_patch03690.png,114.62,159.78,211.4,19.32,14.69,6.82
TCGA-DM-A1D9_nonMSIH_x40288_y8832_patch03806.png,153.67,183.3,219.75,69.37,48.81,20.07
TCGA-DM-A1D9_nonMSIH_x40800_y15488_patch03845.png,10.21,19.63,100.3,1.04,5.3,13.79
TCGA-DM-A1D9_nonMSIH_x42336_y12928_patch03916.png,201.81,163.19,191.35,45.47,66.87,46.96
TCGA-DM-A1D9_nonMSIH_x7008_y27264_patch00499.png,200.21,139.36,174.52,43.02,48.17,36.05
TCGA-DM-A1D9_nonMSIH_x7520_y31360_patch00567.png,169.86,101.12,149.91,42.31,46.39,34.49
TCGA-DM-A1D9_nonMSIH_x8032_y22656_patch00612.png,236.98,199.55,216.16,15.14,35.03,25.79
TCGA-DM-A285_nonMSIH_x15488_y35392_patch00275.png,116.22,140.12,205.63,80.24,62.46,30.27
TCGA-DM-A285_nonMSIH_x17024_y20544_patch00352.png,234.77,217.96,225.11,14.13,24.72,20.21
TCGA-DM-A285_nonMSIH_x22144_y13888_patch00688.png,215.52,183.29,201.62,36.82,50.68,39.42
TCGA-DM-A285_nonMSIH_x22144_y35392_patch00715.png,214.78,161.14,177.27,43.37,53.18,49.46
TCGA-DM-A285_nonMSIH_x22144_y7232_patch00675.png,230.29,181.42,200.69,17.15,33.19,25.24
TCGA-DM-A285_nonMSIH_x23168_y17984_patch00802.png,200.61,178.44,204.47,56.53,50.49,30.95
TCGA-DM-A285_nonMSIH_x23680_y32832_patch00886.png,227.77,200.7,213.09,24.8,41.79,33.62
TCGA-DM-A285_nonMSIH_x24192_y4160_patch00903.png,229.71,205.74,215.17,20.23,32.74,26.77
TCGA-DM-A285_nonMSIH_x26240_y20544_patch01227.png,219.46,178.69,199.67,28.7,41.6,31.9
TCGA-DM-A285_nonMSIH_x26752_y24128_patch01316.png,221.5,174.52,195.86,29.67,50.2,38.69
TCGA-DM-A285_nonMSIH_x29312_y18496_patch01704.png,219.0,166.46,191.37,28.14,42.81,33.34
TCGA-DM-A285_nonMSIH_x29312_y20544_patch01708.png,210.01,168.6,193.02,36.98,49.42,37.59
TCGA-DM-A285_nonMSIH_x30336_y21568_patch01869.png,217.92,179.56,199.25,31.71,44.55,35.19
TCGA-DM-A285_nonMSIH_x30336_y22080_patch01870.png,215.65,177.44,197.4,33.76,47.0,37.04
TCGA-DM-A285_nonMSIH_x30336_y4160_patch01835.png,230.42,196.22,209.6,19.15,37.46,28.98
TCGA-DM-A285_nonMSIH_x30848_y32832_patch01975.png,216.53,168.17,192.43,29.49,42.1,33.8
TCGA-DM-A285_nonMSIH_x31872_y42048_patch02156.png,110.8,104.54,169.27,24.3,35.79,37.42
TCGA-DM-A285_nonMSIH_x31872_y9280_patch02092.png,221.93,179.78,198.87,32.5,45.53,35.22
TCGA-DM-A285_nonMSIH_x32384_y31808_patch02217.png,218.22,180.73,202.09,29.68,44.85,33.42
TCGA-DM-A285_nonMSIH_x33408_y5696_patch02327.png,229.51,189.11,204.99,20.09,43.44,33.84
TCGA-DM-A285_nonMSIH_x34944_y28224_patch02609.png,93.14,92.55,167.52,20.29,33.08,36.69
TCGA-DM-A285_nonMSIH_x35968_y8256_patch02725.png,168.39,161.2,204.81,41.37,43.8,30.19
TCGA-DM-A285_nonMSIH_x37504_y25664_patch02959.png,231.21,220.11,225.91,18.66,31.16,23.12
TCGA-DM-A285_nonMSIH_x39040_y22592_patch03104.png,197.58,146.18,174.5,54.92,62.22,49.8
TCGA-DM-A285_nonMSIH_x40064_y21056_patch03183.png,228.82,204.6,216.56,30.49,51.64,38.53
TCGA-DM-A285_nonMSIH_x40576_y13888_patch03208.png,195.17,139.41,173.44,42.82,49.55,38.1
TCGA-DM-A285_nonMSIH_x43648_y13376_patch03380.png,190.44,140.11,174.41,43.5,54.77,41.5
TCGA-DM-A285_nonMSIH_x45184_y2624_patch03432.png,93.16,138.63,215.17,44.83,32.84,9.89
TCGA-DM-A285_nonMSIH_x45696_y6208_patch03458.png,214.55,174.4,195.36,37.06,57.01,42.6
TCGA-DM-A285_nonMSIH_x6544_y33795_patch00032.png,194.87,209.54,233.87,69.36,49.38,14.25
TCGA-DM-A28A_nonMSIH_x10352_y25424_patch00265.png,232.54,209.13,216.15,21.17,44.01,37.57
TCGA-DM-A28A_nonMSIH_x11376_y18768_patch00328.png,214.26,136.72,156.05,34.29,53.57,50.65
TCGA-DM-A28A_nonMSIH_x12400_y15184_patch00412.png,236.39,219.57,226.51,18.41,39.16,31.55
TCGA-DM-A28A_nonMSIH_x12400_y29008_patch00437.png,238.45,228.86,232.09,14.45,31.1,25.19
TCGA-DM-A28A_nonMSIH_x12912_y21328_patch00470.png,229.46,191.73,201.39,24.74,57.83,50.69
TCGA-DM-A28A_nonMSIH_x13936_y12112_patch00522.png,217.47,166.86,185.78,33.31,49.57,41.05
TCGA-DM-A28A_nonMSIH_x13936_y26448_patch00542.png,239.42,232.72,235.17,13.31,27.17,22.05
TCGA-DM-A28A_nonMSIH_x15984_y7504_patch00648.png,233.75,224.65,228.55,20.62,32.11,25.93
TCGA-DM-A28A_nonMSIH_x21104_y8016_patch01093.png,82.22,91.78,161.81,30.01,30.44,33.05
TCGA-DM-A28A_nonMSIH_x21616_y24400_patch01187.png,182.05,98.64,133.17,46.64,47.04,42.32
TCGA-DM-A28A_nonMSIH_x23152_y13648_patch01331.png,214.48,145.99,172.18,34.41,48.48,40.82
TCGA-DM-A28A_nonMSIH_x23152_y15696_patch01335.png,193.8,125.48,154.99,40.91,52.66,44.66
TCGA-DM-A28A_nonMSIH_x24176_y23376_patch01456.png,183.01,118.15,150.73,48.31,65.73,53.98
TCGA-DM-A28A_nonMSIH_x26224_y25936_patch01696.png,141.15,106.87,155.77,46.35,45.73,44.62
TCGA-DM-A28A_nonMSIH_x27248_y17744_patch01804.png,163.5,92.7,126.12,47.68,49.94,43.96
TCGA-DM-A28A_nonMSIH_x27248_y31056_patch01830.png,231.93,206.92,213.92,24.47,52.01,44.83
TCGA-DM-A28A_nonMSIH_x28784_y16208_patch01992.png,196.84,122.85,149.78,45.54,65.27,56.1
TCGA-DM-A28A_nonMSIH_x30320_y27472_patch02197.png,194.57,145.49,171.08,54.27,65.4,52.98
TCGA-DM-A28A_nonMSIH_x31344_y16720_patch02271.png,86.73,67.74,133.45,21.02,31.4,38.91
TCGA-DM-A28A_nonMSIH_x32880_y22352_patch02425.png,182.49,113.27,145.8,48.83,59.65,50.78
TCGA-DM-A28A_nonMSIH_x35440_y14672_patch02709.png,199.47,133.19,163.58,40.61,52.0,43.16
TCGA-DM-A28A_nonMSIH_x37488_y8016_patch02943.png,202.12,139.14,168.76,36.94,46.22,38.58
TCGA-DM-A28A_nonMSIH_x38512_y28496_patch03107.png,166.52,80.85,105.3,47.42,42.48,50.24
TCGA-DM-A28A_nonMSIH_x40048_y12112_patch03268.png,206.29,144.36,170.6,36.06,50.48,42.09
TCGA-DM-A28A_nonMSIH_x42608_y16720_patch03590.png,212.06,144.21,164.98,36.16,49.88,43.32
TCGA-DM-A28A_nonMSIH_x43120_y26448_patch03671.png,193.38,128.26,156.7,47.15,55.28,46.64
TCGA-DM-A28A_nonMSIH_x43632_y11088_patch03702.png,198.53,130.9,160.42,37.9,46.82,39.22
TCGA-DM-A28A_nonMSIH_x44144_y25936_patch03788.png,186.77,115.54,145.29,47.38,55.34,47.21
TCGA-DM-A28A_nonMSIH_x46704_y20304_patch04007.png,181.46,199.14,226.18,55.57,41.39,17.29
TCGA-DM-A28A_nonMSIH_x8816_y21328_patch00189.png,237.59,224.8,229.15,16.87,38.17,31.55
TCGA-DM-A28H_nonMSIH_x10416_y15504_patch00627.png,221.61,128.0,150.66,22.84,50.31,42.44
TCGA-DM-A28H_nonMSIH_x12464_y16016_patch00763.png,223.92,136.01,163.34,18.52,24.29,21.56
TCGA-DM-A28H_nonMSIH_x15024_y7824_patch00915.png,210.35,159.4,181.81,33.39,50.16,42.32
TCGA-DM-A28H_nonMSIH_x16560_y3216_patch01014.png,216.87,189.17,197.11,30.37,49.23,42.8
TCGA-DM-A28H_nonMSIH_x17088_y25587_patch00070.png,77.64,117.86,202.58,42.64,36.75,14.24
TCGA-DM-A28H_nonMSIH_x20144_y10384_patch01337.png,225.75,163.09,181.69,23.68,54.58,44.76
TCGA-DM-A28H_nonMSIH_x20656_y21648_patch01411.png,206.74,135.6,165.64,30.34,49.54,39.48
TCGA-DM-A28H_nonMSIH_x22704_y14992_patch01608.png,185.74,107.32,144.04,32.62,32.52,30.07
TCGA-DM-A28H_nonMSIH_x25264_y8336_patch01834.png,72.34,67.38,143.82,32.11,36.77,42.31
TCGA-DM-A28H_nonMSIH_x26288_y11408_patch01935.png,192.9,110.9,143.41,34.53,36.32,32.77
TCGA-DM-A28H_nonMSIH_x26288_y24208_patch01960.png,191.63,117.4,150.41,34.2,44.47,37.82
TCGA-DM-A28H_nonMSIH_x26800_y27792_patch02017.png,86.82,132.15,209.58,9.0,8.1,5.21
TCGA-DM-A28H_nonMSIH_x27312_y11920_patch02036.png,201.05,124.45,155.73,33.15,40.1,34.75
TCGA-DM-A28H_nonMSIH_x27824_y13968_patch02090.png,191.63,111.1,144.29,34.52,39.63,34.47
TCGA-DM-A28H_nonMSIH_x29360_y11920_patch02233.png,204.44,125.61,156.23,30.62,41.75,35.52
TCGA-DM-A28H_nonMSIH_x29872_y22672_patch02303.png,197.7,124.03,154.53,34.51,48.09,40.33
TCGA-DM-A28H_nonMSIH_x32944_y8336_patch02589.png,223.23,162.33,182.28,24.33,43.32,37.02
TCGA-DM-A28H_nonMSIH_x34992_y20112_patch02801.png,211.44,155.65,176.76,35.35,60.36,49.48
TCGA-DM-A28H_nonMSIH_x36016_y12944_patch02878.png,211.66,150.25,176.28,33.67,42.88,36.45
TCGA-DM-A28H_nonMSIH_x36528_y24208_patch02943.png,216.23,146.42,171.32,23.94,35.19,31.1
TCGA-DM-A28H_nonMSIH_x39088_y16016_patch03133.png,209.1,143.98,168.25,33.13,51.62,42.64
TCGA-DM-A28H_nonMSIH_x4272_y11408_patch00236.png,220.18,177.65,193.33,29.73,51.56,42.71
TCGA-DM-A28H_nonMSIH_x44208_y11408_patch03433.png,219.98,170.41,188.32,29.33,49.77,41.27
TCGA-DM-A28H_nonMSIH_x46256_y13456_patch03533.png,221.24,170.98,186.51,16.9,27.27,23.08
TCGA-DM-A28H_nonMSIH_x46256_y9872_patch03526.png,222.73,171.66,189.57,24.38,41.62,34.33
TCGA-DM-A28H_nonMSIH_x4784_y17040_patch00277.png,228.71,181.14,197.18,21.17,45.89,37.94
TCGA-DM-A28H_nonMSIH_x4784_y8848_patch00261.png,226.46,188.28,201.41,24.21,49.62,40.56
TCGA-DM-A28H_nonMSIH_x50864_y11920_patch03711.png,234.69,207.7,216.1,16.07,41.56,33.91
TCGA-DM-A28H_nonMSIH_x5296_y9872_patch00294.png,224.56,181.21,194.97,26.54,50.77,43.07
TCGA-DM-A28H_nonMSIH_x8880_y12432_patch00522.png,235.69,212.26,221.01,17.84,42.84,33.46
TCGA-DM-A28M_nonMSIH_x11264_y21472_patch00944.png,109.28,116.2,178.61,26.72,36.68,33.02
TCGA-DM-A28M_nonMSIH_x12288_y29664_patch01052.png,189.69,129.63,163.72,37.2,44.25,35.4
TCGA-DM-A28M_nonMSIH_x13312_y25056_patch01137.png,200.76,148.99,178.6,33.33,42.21,33.56
TCGA-DM-A28M_nonMSIH_x13824_y8160_patch01158.png,234.92,229.1,231.57,15.02,24.89,20.6
TCGA-DM-A28M_nonMSIH_x14336_y31200_patch01247.png,219.17,170.73,188.39,29.61,52.67,43.63
TCGA-DM-A28M_nonMSIH_x17408_y31712_patch01538.png,216.65,169.17,188.58,29.34,45.96,38.04
TCGA-DM-A28M_nonMSIH_x17920_y17888_patch01555.png,225.74,195.94,205.51,23.1,38.56,33.22
TCGA-DM-A28M_nonMSIH_x18432_y23520_patch01614.png,186.84,145.78,178.94,41.38,45.62,35.97
TCGA-DM-A28M_nonMSIH_x20480_y21984_patch01793.png,204.7,210.02,227.76,39.57,29.99,16.92
TCGA-DM-A28M_nonMSIH_x21504_y31200_patch01897.png,215.19,175.74,193.9,29.55,45.03,35.9
TCGA-DM-A28M_nonMSIH_x23040_y25568_patch01999.png,225.75,206.73,216.76,28.21,48.51,37.25
TCGA-DM-A28M_nonMSIH_x25088_y16864_patch02141.png,230.12,215.5,221.47,21.3,31.73,26.38
TCGA-DM-A28M_nonMSIH_x26112_y31200_patch02249.png,224.12,185.58,201.99,19.62,30.27,25.18
TCGA-DM-A28M_nonMSIH_x32256_y30688_patch02670.png,214.97,166.26,186.63,26.38,42.52,35.33
TCGA-DM-A28M_nonMSIH_x32768_y22496_patch02689.png,229.53,207.21,216.34,21.0,40.41,32.78
TCGA-DM-A28M_nonMSIH_x35328_y27104_patch02912.png,202.26,142.96,172.18,30.09,36.3,29.73
TCGA-DM-A28M_nonMSIH_x35328_y5600_patch02878.png,233.46,218.83,223.69,20.03,37.53,32.3
TCGA-DM-A28M_nonMSIH_x36352_y20960_patch03005.png,230.97,214.32,220.3,19.1,30.11,25.39
TCGA-DM-A28M_nonMSIH_x37376_y23520_patch03123.png,219.65,180.92,197.99,26.34,39.61,32.9
TCGA-DM-A28M_nonMSIH_x41472_y24544_patch03594.png,208.17,161.18,185.01,31.78,47.52,37.1
TCGA-DM-A28M_nonMSIH_x44032_y34272_patch03841.png,227.57,210.7,217.78,25.95,39.89,33.07
TCGA-DM-A28M_nonMSIH_x44032_y8672_patch03805.png,230.88,192.83,206.14,15.34,29.44,23.29
TCGA-DM-A28M_nonMSIH_x45568_y7648_patch03931.png,229.4,198.1,208.67,19.33,33.81,27.47
TCGA-DM-A28M_nonMSIH_x47616_y8672_patch04108.png,233.65,218.4,223.88,17.6,31.47,25.33
TCGA-DM-A28M_nonMSIH_x5120_y20960_patch00241.png,156.87,161.59,200.15,21.12,29.7,27.32
TCGA-DM-A28M_nonMSIH_x5632_y7136_patch00276.png,219.48,196.16,206.63,32.94,47.01,38.45
TCGA-DM-A28M_nonMSIH_x6656_y14304_patch00415.png,220.94,183.81,200.79,24.18,35.07,28.02
TCGA-DM-A28M_nonMSIH_x7680_y14304_patch00545.png,224.4,186.6,202.3,19.52,33.32,27.4
TCGA-DM-A28M_nonMSIH_x7680_y16864_patch00550.png,172.58,142.98,180.28,61.5,56.45,38.32
TCGA-DM-A28M_nonMSIH_x9216_y24032_patch00740.png,200.99,143.84,174.66,29.94,34.57,28.33
TCGA-DT-5265_nonMSIH_x10752_y17888_patch00722.png,169.73,118.64,155.76,36.65,49.23,34.03
TCGA-DT-5265_nonMSIH_x11776_y10720_patch00810.png,176.45,130.49,162.74,42.85,60.01,41.9
TCGA-DT-5265_nonMSIH_x11776_y14304_patch00817.png,168.77,110.42,148.72,38.51,50.06,34.68
TCGA-DT-5265_nonMSIH_x12288_y6624_patch00855.png,187.23,123.89,157.81,27.54,43.69,30.41
TCGA-DT-5265_nonMSIH_x12800_y17888_patch00930.png,168.06,120.26,156.0,46.45,60.53,42.13
TCGA-DT-5265_nonMSIH_x13312_y25056_patch00994.png,223.42,214.29,219.0,30.69,47.47,32.97
TCGA-DT-5265_nonMSIH_x13824_y1504_patch01001.png,167.82,104.75,140.85,37.31,52.66,37.72
TCGA-DT-5265_nonMSIH_x14336_y10208_patch01069.png,174.03,125.38,159.37,37.93,52.83,36.51
TCGA-DT-5265_nonMSIH_x14336_y8160_patch01065.png,166.05,114.92,151.49,43.97,57.59,40.18
TCGA-DT-5265_nonMSIH_x14848_y17376_patch01135.png,174.13,129.31,161.83,45.62,62.47,43.12
TCGA-DT-5265_nonMSIH_x14848_y17888_patch01136.png,171.4,124.49,158.83,45.49,61.59,42.74
TCGA-DT-5265_nonMSIH_x14848_y5600_patch01112.png,184.64,114.14,149.39,30.09,47.02,33.34
TCGA-DT-5265_nonMSIH_x15360_y19424_patch01191.png,162.04,111.17,150.18,43.1,55.12,38.83
TCGA-DT-5265_nonMSIH_x15360_y992_patch01155.png,175.96,119.5,153.53,32.54,49.47,35.09
TCGA-DT-5265_nonMSIH_x16896_y18912_patch01340.png,163.83,113.63,151.66,44.13,55.38,38.33
TCGA-DT-5265_nonMSIH_x19456_y16352_patch01562.png,170.79,123.79,157.5,47.15,62.69,44.78
TCGA-DT-5265_nonMSIH_x19456_y22496_patch01574.png,214.04,206.39,210.84,24.95,39.65,26.39
TCGA-DT-5265_nonMSIH_x19456_y7136_patch01544.png,183.68,127.18,159.6,31.76,50.05,34.98
TCGA-DT-5265_nonMSIH_x2048_y19936_patch00063.png,181.05,131.63,161.35,37.59,57.43,41.42
TCGA-DT-5265_nonMSIH_x26112_y17888_patch01939.png,167.71,102.3,138.64,42.1,58.31,43.08
TCGA-DT-5265_nonMSIH_x26112_y21472_patch01946.png,232.64,230.61,229.58,15.1,25.56,18.24
TCGA-DT-5265_nonMSIH_x3072_y8672_patch00100.png,232.95,233.16,230.74,4.27,4.59,4.63
TCGA-DT-5265_nonMSIH_x3584_y19424_patch00152.png,162.21,108.53,145.51,41.95,56.07,40.39
TCGA-DT-5265_nonMSIH_x3584_y22496_patch00158.png,150.55,95.04,131.87,24.1,33.69,24.77
TCGA-DT-5265_nonMSIH_x4608_y10720_patch00202.png,159.4,98.3,132.99,19.07,23.41,18.62
TCGA-DT-5265_nonMSIH_x7168_y13792_patch00411.png,169.05,122.3,155.83,47.46,64.55,46.1
TCGA-DT-5265_nonMSIH_x7168_y7136_patch00399.png,155.29,86.01,123.37,35.3,43.99,34.79
TCGA-DT-5265_nonMSIH_x7168_y8672_patch00402.png,154.34,88.25,128.48,34.88,44.22,33.62
TCGA-DT-5265_nonMSIH_x8704_y17888_patch00540.png,179.67,138.5,169.61,41.45,57.33,39.66
TCGA-DT-5265_nonMSIH_x8704_y26080_patch00556.png,211.92,195.63,205.1,42.4,66.55,46.93
TCGA-EI-6506_nonMSIH_x10466_y13824_patch00072.png,232.75,226.42,229.31,23.07,35.44,26.26
TCGA-EI-6506_nonMSIH_x12002_y15360_patch00174.png,235.85,230.83,232.56,18.43,29.89,21.53
TCGA-EI-6506_nonMSIH_x13026_y10240_patch00230.png,231.75,225.67,229.14,24.53,34.78,25.18
TCGA-EI-6506_nonMSIH_x13026_y14336_patch00238.png,227.56,216.54,222.91,28.36,42.5,30.65
TCGA-EI-6506_nonMSIH_x13026_y5120_patch00221.png,220.05,201.73,212.65,33.03,41.11,30.67
TCGA-EI-6506_nonMSIH_x14562_y13824_patch00349.png,205.68,188.04,204.82,43.29,54.3,38.34
TCGA-EI-6506_nonMSIH_x15074_y23552_patch00407.png,231.76,226.1,228.98,22.31,31.29,23.25
TCGA-EI-6506_nonMSIH_x16610_y17408_patch00509.png,179.34,147.8,178.51,45.28,53.25,38.34
TCGA-EI-6506_nonMSIH_x17634_y0_patch00568.png,198.78,183.3,200.21,55.8,66.98,47.73
TCGA-EI-6506_nonMSIH_x17634_y3072_patch00574.png,191.9,167.23,190.86,46.71,55.13,39.76
TCGA-EI-6506_nonMSIH_x19682_y6144_patch00767.png,199.71,178.11,198.74,45.47,56.55,40.02
TCGA-EI-6506_nonMSIH_x20194_y14848_patch00831.png,194.32,163.63,187.86,50.12,66.23,47.63
TCGA-EI-6506_nonMSIH_x23266_y16896_patch01105.png,163.33,120.61,158.45,51.43,54.37,41.71
TCGA-EI-6506_nonMSIH_x24290_y19968_patch01204.png,193.68,143.15,173.96,42.35,50.51,38.22
TCGA-EI-6506_nonMSIH_x24290_y4096_patch01175.png,181.58,140.56,173.88,45.82,51.3,37.67
TCGA-EI-6506_nonMSIH_x25314_y9216_patch01283.png,203.48,162.12,188.18,36.96,43.76,31.74
TCGA-EI-6506_nonMSIH_x25826_y10240_patch01334.png,191.93,160.09,186.97,46.03,56.69,40.24
TCGA-EI-6506_nonMSIH_x26850_y16896_patch01442.png,177.63,131.53,165.76,51.98,59.21,44.02
TCGA-EI-6506_nonMSIH_x27362_y14336_patch01486.png,187.28,158.85,181.51,63.46,81.14,61.94
TCGA-EI-6506_nonMSIH_x27874_y4608_patch01523.png,178.74,128.18,163.47,48.11,51.87,39.75
TCGA-EI-6506_nonMSIH_x28386_y17408_patch01601.png,187.97,133.45,165.83,48.34,56.81,44.31
TCGA-EI-6506_nonMSIH_x29922_y15872_patch01753.png,184.93,150.62,175.48,63.31,81.43,62.43
TCGA-EI-6506_nonMSIH_x29922_y6656_patch01735.png,163.88,111.23,151.43,51.12,52.03,40.17
TCGA-EI-6506_nonMSIH_x30434_y22528_patch01814.png,200.19,173.61,195.43,43.82,53.58,38.27
TCGA-EI-6506_nonMSIH_x32482_y24064_patch01995.png,232.21,227.86,230.45,26.24,35.65,25.96
TCGA-EI-6506_nonMSIH_x35554_y22528_patch02199.png,225.22,208.32,217.61,27.81,46.01,32.59
TCGA-EI-6506_nonMSIH_x37090_y15872_patch02280.png,188.07,151.87,180.34,50.22,67.61,48.3
TCGA-EI-6506_nonMSIH_x37602_y18432_patch02314.png,187.26,141.17,171.81,48.22,60.47,44.99
TCGA-EI-6506_nonMSIH_x37602_y22528_patch02322.png,226.25,208.68,216.09,25.51,45.62,35.47
TCGA-EI-6506_nonMSIH_x40162_y10752_patch02410.png,201.42,168.47,190.14,47.31,67.94,49.46
TCGA-EI-6507_MSIH_x11776_y8192_patch00648.png,197.99,153.19,178.74,36.51,54.62,42.34
TCGA-EI-6507_MSIH_x12288_y18432_patch00717.png,172.72,106.12,141.97,51.76,61.35,48.81
TCGA-EI-6507_MSIH_x12288_y21504_patch00723.png,207.76,174.16,192.03,39.54,62.24,49.74
TCGA-EI-6507_MSIH_x12800_y15360_patch00763.png,211.4,188.71,205.1,36.1,55.12,39.03
TCGA-EI-6507_MSIH_x14848_y22528_patch01000.png,201.23,165.53,188.07,39.98,55.75,42.18
TCGA-EI-6507_MSIH_x14848_y8704_patch00975.png,216.02,180.33,201.06,23.14,37.4,26.52
TCGA-EI-6507_MSIH_x15360_y1536_patch01021.png,238.24,235.81,236.33,16.79,26.46,17.94
TCGA-EI-6507_MSIH_x16384_y5632_patch01156.png,217.91,192.89,209.28,21.69,33.04,23.48
TCGA-EI-6507_MSIH_x16896_y18944_patch01244.png,170.26,97.29,137.6,48.84,46.33,37.77
TCGA-EI-6507_MSIH_x18432_y8704_patch01424.png,189.07,117.45,144.12,42.12,64.41,59.1
TCGA-EI-6507_MSIH_x19456_y25088_patch01582.png,208.45,164.47,187.38,32.73,53.45,40.22
TCGA-EI-6507_MSIH_x23040_y33280_patch02061.png,189.98,141.53,172.66,41.11,52.47,39.34
TCGA-EI-6507_MSIH_x24576_y28672_patch02251.png,172.22,89.96,124.8,43.47,50.09,45.28
TCGA-EI-6507_MSIH_x25088_y19968_patch02300.png,217.53,190.42,206.13,29.3,49.13,35.62
TCGA-EI-6507_MSIH_x25600_y21504_patch02369.png,216.53,193.76,208.67,30.91,48.17,35.1
TCGA-EI-6507_MSIH_x26112_y34304_patch02457.png,209.92,178.08,195.52,40.8,62.97,46.74
TCGA-EI-6507_MSIH_x26624_y29696_patch02505.png,181.56,97.41,131.06,39.99,43.97,43.22
TCGA-EI-6507_MSIH_x26624_y4608_patch02460.png,203.81,150.91,179.88,31.28,46.49,34.72
TCGA-EI-6507_MSIH_x27136_y23552_patch02547.png,197.65,153.91,179.08,43.98,64.9,49.15
TCGA-EI-6507_MSIH_x27136_y6144_patch02519.png,208.9,169.96,192.56,34.01,53.32,38.98
TCGA-EI-6507_MSIH_x28160_y6656_patch02625.png,195.9,149.92,178.17,43.29,59.74,43.96
TCGA-EI-6507_MSIH_x28672_y32768_patch02723.png,220.91,201.14,210.16,39.45,64.79,50.01
TCGA-EI-6507_MSIH_x29696_y27648_patch02816.png,188.55,117.7,148.51,39.71,55.37,48.94
TCGA-EI-6507_MSIH_x3072_y19456_patch00079.png,212.81,185.31,202.4,27.83,42.58,30.39
TCGA-EI-6507_MSIH_x33280_y20992_patch03099.png,228.14,209.47,213.98,32.72,64.04,52.35
TCGA-EI-6507_MSIH_x37376_y10240_patch03255.png,212.03,183.23,198.34,45.3,73.45,54.44
TCGA-EI-6507_MSIH_x4096_y14848_patch00113.png,184.51,140.66,172.17,34.21,39.53,29.02
TCGA-EI-6507_MSIH_x4608_y19968_patch00148.png,183.62,115.56,147.53,35.4,48.78,39.94
TCGA-EI-6507_MSIH_x7168_y14848_patch00285.png,217.3,192.33,207.95,22.64,40.2,28.23
TCGA-EI-6507_MSIH_x7168_y23552_patch00302.png,207.99,170.28,191.89,33.65,51.92,38.05
TCGA-EI-6508_nonMSIH_x10752_y17920_patch01092.png,228.41,213.24,221.96,24.43,41.55,28.62
TCGA-EI-6508_nonMSIH_x11264_y29184_patch01185.png,206.06,146.28,177.38,33.67,43.84,31.54
TCGA-EI-6508_nonMSIH_x12800_y17408_patch01377.png,219.5,169.55,191.54,25.55,39.18,29.61
TCGA-EI-6508_nonMSIH_x13312_y2048_patch01419.png,218.03,182.15,200.53,27.48,40.48,29.72
TCGA-EI-6508_nonMSIH_x13312_y24064_patch01462.png,223.41,181.21,200.44,23.59,36.83,26.77
TCGA-EI-6508_nonMSIH_x13824_y24576_patch01535.png,219.06,176.13,196.5,29.9,45.49,33.4
TCGA-EI-6508_nonMSIH_x13824_y2560_patch01492.png,216.66,165.31,185.13,28.95,53.1,45.13
TCGA-EI-6508_nonMSIH_x1536_y21504_patch00019.png,192.29,143.15,174.74,44.24,53.28,39.53
TCGA-EI-6508_nonMSIH_x16896_y7680_patch01918.png,238.33,232.99,234.16,14.04,28.22,19.63
TCGA-EI-6508_nonMSIH_x17408_y1536_patch01975.png,216.1,184.02,203.31,31.29,42.49,29.07
TCGA-EI-6508_nonMSIH_x17408_y3072_patch01978.png,230.94,218.0,224.68,23.88,39.02,27.1
TCGA-EI-6508_nonMSIH_x17920_y20480_patch02065.png,231.04,211.08,217.62,22.25,47.03,37.87
TCGA-EI-6508_nonMSIH_x18432_y29696_patch02132.png,240.81,239.51,238.21,9.7,19.14,14.39
TCGA-EI-6508_nonMSIH_x19968_y8704_patch02252.png,236.42,226.59,229.95,16.82,34.61,24.61
TCGA-EI-6508_nonMSIH_x2048_y13312_patch00034.png,238.7,237.53,237.33,16.31,26.55,17.76
TCGA-EI-6508_nonMSIH_x20992_y30208_patch02393.png,227.14,204.78,213.33,30.21,56.5,43.95
TCGA-EI-6508_nonMSIH_x24064_y27648_patch02656.png,240.57,238.17,237.54,10.91,21.72,15.97
TCGA-EI-6508_nonMSIH_x26112_y13312_patch02801.png,239.07,234.27,235.41,13.48,26.09,18.26
TCGA-EI-6508_nonMSIH_x26112_y28160_patch02822.png,231.82,215.38,222.44,20.17,37.69,27.44
